City,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Country,Latitude,Longitude
Charlotte,0.14059139784946237,0.15691489361702127,0.17258064516129032,0.22277777777777777,0.1881720430107527,0.21333333333333335,0.1532258064516129,0.2239247311827957,0.2038888888888889,0.12947658402203857,0.11722222222222223,0.17446236559139786,United States,35.227089,-80.843132
Miami,0.27661290322580645,0.08185579196217493,0.11370967741935484,0.1613888888888889,0.16048387096774194,0.33694444444444444,0.25967741935483873,0.2663978494623656,0.2602777777777778,0.24196510560146925,0.2788888888888889,0.27338709677419354,United States,25.774269,-80.193657
Pittsburgh,0.2989247311827957,0.2470449172576832,0.24220430107526883,0.22277777777777777,0.20188172043010752,0.25083333333333335,0.1389784946236559,0.1489247311827957,0.1288888888888889,0.20477502295684114,0.17194444444444446,0.2575268817204301,United States,40.44062,-79.995888
Toronto,0.3163978494623656,0.28812056737588654,0.24059139784946237,0.22166666666666668,0.1782258064516129,0.2286111111111111,0.11586021505376344,0.17473118279569894,0.13166666666666665,0.20179063360881544,0.2025,0.29193548387096774,Canada,43.700111,-79.416298
Philadelphia,0.1814516129032258,0.17789598108747046,0.1881720430107527,0.1922222222222222,0.21693548387096775,0.25055555555555553,0.19919354838709677,0.18010752688172044,0.14944444444444444,0.16666666666666666,0.11666666666666667,0.20268817204301076,United States,39.952339,-75.163788
New York,0.12634408602150538,0.15218676122931443,0.1836021505376344,0.2036111111111111,0.18037634408602152,0.20027777777777778,0.17096774193548386,0.13521505376344087,0.11027777777777778,0.14921946740128558,0.10388888888888889,0.1682795698924731,United States,40.714271999999994,-74.005966
Montreal,0.32903225806451614,0.22310874704491726,0.24193548387096775,0.20583333333333334,0.1989247311827957,0.19555555555555557,0.12526881720430108,0.1336021505376344,0.10888888888888888,0.17516069788797062,0.22944444444444445,0.3825268817204301,Canada,45.508839,-73.587807
Boston,0.20241935483870968,0.22310874704491726,0.19973118279569893,0.21055555555555555,0.20940860215053764,0.19194444444444445,0.19005376344086022,0.1239247311827957,0.135,0.19352617079889808,0.15222222222222223,0.21155913978494623,United States,42.358429,-71.05976899999999
Beersheba,0.1793010752688172,0.10608747044917258,0.13790322580645162,0.09972222222222223,0.05053763440860215,0.051666666666666666,0.08440860215053764,0.03790322580645161,0.042777777777777776,0.04361799816345271,0.1463888888888889,0.15483870967741936,Israel,31.25181,34.791302
Tel Aviv District,0.1293010752688172,0.11229314420803782,0.043548387096774194,0.07722222222222222,0.032526881720430105,0.021944444444444444,0.008602150537634409,0.018548387096774192,0.008888888888888889,0.03604224058769513,0.06722222222222222,0.11155913978494623,Israel,32.083328,34.799999
Eilat,0.03413978494623656,0.06648936170212766,0.049193548387096775,0.04083333333333333,0.00456989247311828,0.0019444444444444444,0.0008064516129032258,0.0008064516129032258,0.0011111111111111111,0.008494031221303948,0.034444444444444444,0.02258064516129032,Israel,29.55805,34.948212
Haifa,0.14301075268817204,0.09663120567375887,0.0868279569892473,0.07444444444444444,0.03225806451612903,0.012777777777777779,0.012634408602150538,0.009946236559139785,0.01,0.046372819100091826,0.07944444444444444,0.1596774193548387,Israel,32.815559,34.98917
Nahariyya,0.15510752688172044,0.12825059101654845,0.09435483870967742,0.09083333333333334,0.03870967741935484,0.021666666666666667,0.010752688172043012,0.008333333333333333,0.01611111111111111,0.0472910927456382,0.08527777777777777,0.17123655913978494,Israel,33.005859,35.09409
Jerusalem,0.15295698924731183,0.11377068557919622,0.06935483870967742,0.06444444444444444,0.04059139784946236,0.014166666666666666,0.008064516129032258,0.008064516129032258,0.016666666666666666,0.07598714416896235,0.13444444444444445,0.14596774193548387,Israel,31.769039000000003,35.216331
